Pan_gene_id,Rep_transcript,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97,na_count,class,Subgenome,number_genome_presence
Zm00034ab154090,Zm00034ab154090_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154090_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154100,Zm00034ab154100_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154110,Zm00034ab154110_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154120,Zm00034ab154120_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154140,Zm00034ab154140_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154150,Zm00034ab154150_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154150_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154180,Zm00034ab154180_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154190,Zm00034ab154190_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154190_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154200,Zm00034ab154200_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154200_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154240,Zm00034ab154240_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154240_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154250,Zm00034ab154250_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154250_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154260,Zm00034ab154260_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154300,Zm00034ab154300_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154300_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154310,Zm00034ab154310_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154310_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154320,Zm00034ab154320_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154320_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154330,Zm00034ab154330_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154340,Zm00034ab154340_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154350,Zm00034ab154350_T006,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154350_T006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154380,Zm00034ab154380_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154380_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154390,Zm00034ab154390_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154390_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154400,Zm00034ab154400_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154410,Zm00034ab154410_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154410_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154420,Zm00034ab154420_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154420_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154470,Zm00034ab154470_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154480,Zm00034ab154480_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154480_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154500,Zm00034ab154500_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154500_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154510,Zm00034ab154510_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154510_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154520,Zm00034ab154520_T008,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154520_T008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154530,Zm00034ab154530_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154530_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154560,Zm00034ab154560_T005,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154560_T005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154570,Zm00034ab154570_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154570_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154620,Zm00034ab154620_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154630,Zm00034ab154630_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154670,Zm00034ab154670_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154690,Zm00034ab154690_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154690_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154730,Zm00034ab154730_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154730_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154740,Zm00034ab154740_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154750,Zm00034ab154750_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154760,Zm00034ab154760_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154760_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154790,Zm00034ab154790_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154790_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154800,Zm00034ab154800_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154800_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154810,Zm00034ab154810_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154810_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154820,Zm00034ab154820_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154820_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154830,Zm00034ab154830_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154830_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154840,Zm00034ab154840_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154880,Zm00034ab154880_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154880_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154890,Zm00034ab154890_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154890_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154900,Zm00034ab154900_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154900_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154910,Zm00034ab154910_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154910_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154950,Zm00034ab154950_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154950_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab154980,Zm00034ab154980_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab154980_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155000,Zm00034ab155000_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155000_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155090,Zm00034ab155090_T006,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155090_T006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155110,Zm00034ab155110_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155110_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155120,Zm00034ab155120_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155130,Zm00034ab155130_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155130_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155140,Zm00034ab155140_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155150,Zm00034ab155150_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155160,Zm00034ab155160_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155180,Zm00034ab155180_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155210,Zm00034ab155210_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155210_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155230,Zm00034ab155230_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155230_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155240,Zm00034ab155240_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155240_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155260,Zm00034ab155260_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155280,Zm00034ab155280_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155280_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155290,Zm00034ab155290_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155290_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155300,Zm00034ab155300_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155300_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155310,Zm00034ab155310_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155310_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155330,Zm00034ab155330_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155340,Zm00034ab155340_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155340_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155350,Zm00034ab155350_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155360,Zm00034ab155360_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155370,Zm00034ab155370_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155380,Zm00034ab155380_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155380_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155400,Zm00034ab155400_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155450,Zm00034ab155450_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155460,Zm00034ab155460_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155460_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155470,Zm00034ab155470_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155480,Zm00034ab155480_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155480_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155510,Zm00034ab155510_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155510_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155520,Zm00034ab155520_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155530,Zm00034ab155530_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155530_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155550,Zm00034ab155550_T005,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155550_T005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155570,Zm00034ab155570_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155570_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155590,Zm00034ab155590_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155590_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155610,Zm00034ab155610_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155640,Zm00034ab155640_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155650,Zm00034ab155650_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155650_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155660,Zm00034ab155660_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155660_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155670,Zm00034ab155670_T003,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155670_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155680,Zm00034ab155680_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155690,Zm00034ab155690_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155700,Zm00034ab155700_T004,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155700_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155960,Zm00034ab155960_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab155990,Zm00034ab155990_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab155990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156050,Zm00034ab156050_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156060,Zm00034ab156060_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156060_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156070,Zm00034ab156070_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156070_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156080,Zm00034ab156080_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156080_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156130,Zm00034ab156130_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156130_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156160,Zm00034ab156160_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156170,Zm00034ab156170_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156180,Zm00034ab156180_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156180_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156200,Zm00034ab156200_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab156220,Zm00034ab156220_T002,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab156220_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00034ab336810,Zm00034ab336810_T001,NA,NA,NA,NA,NA,NA,NA,NA,Zm00034ab336810_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00035ab307110,Zm00035ab307110_T001,NA,NA,NA,NA,Zm00035ab307110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00035ab390190,Zm00035ab390190_T001,NA,NA,NA,NA,Zm00035ab390190_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00036ab064600,Zm00036ab064600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab064600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
Zm00036ab201450,Zm00036ab201450_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00036ab201450_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,M1,1
