NAM_line,Chr,Group,Start,End,Array.size..bp.,Repeat.content..bp.,Repeat.Percentage,X100N,Ngap.Percentage,AF013103.1,CentC,CL569186.1,knob180,TR.1,type,structure,Cyto_vis,Cyto_type,Name,Notes
Ki11,chr6,1,137351,6126197,5988846,3394861,0.567,NA,0,0,0,0,0.328,0.672,TR-1,mixed,YES,TR-1,6S,
M37W,chr6,1,137956,5598094,5460138,2965724,0.543,NA,0.008,0,0,0,0.241,0.759,TR-1,mixed,YES,TR-1,6S,
Oh7b,chr6,1,178487,1979556,1801069,790279,0.439,NA,0.051,0,0,0,0,1,TR-1,single,YES,mixed,6L,
CML322,chr6,2,420833,535257,114424,69423,0.607,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,2,693402,713498,20096,19170,0.954,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6S,
Mo18W,chr6,2,989658,1193249,203591,107664,0.529,NA,0.139,0,0,0,1,0,knob180,single,YES,mixed,6S,
CML52,chr6,2,1104146,1171779,67633,24280,0.359,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
Oh7b,chr6,2,2142074,2497486,355412,167006,0.47,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6S,
Oh7b,chr6,3,2626793,2817137,190344,98315,0.517,NA,0,0,0,0,0.141,0.859,TR-1,mixed,YES,mixed,6S,
HP301,chr6,2,2849905,3424785,574880,363012,0.631,NA,0,0,0,0,0.948,0.052,knob180,mixed,,,,
Oh7b,chr6,4,2982887,3558720,575833,370906,0.644,NA,0.006,0,0,0,0.922,0.078,knob180,mixed,YES,mixed,6S,
HP301,chr6,3,4173780,4253536,79756,43727,0.548,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,5,4254066,4310455,56389,20526,0.364,NA,0,0,0,0,1,0,knob180,single,YES,mixed,6S,
B97,chr6,2,4955434,5313142,357708,214807,0.601,NA,0.125,0,0,0,1,0,knob180,single,YES,TR-1,6S,
M37W,chr6,2,5770551,5984863,214312,143681,0.67,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
M162W,chr6,2,5958622,6235765,277143,106565,0.385,NA,0.333,0,0,0,1,0,knob180,single,YES,TR-1,6S,
NC358,chr6,2,10166484,10596227,429743,122200,0.284,NA,0,0,0,0,0.948,0.052,knob180,mixed,YES,mixed,6S,
Ky21,chr6,2,10309866,10750284,440418,124108,0.282,NA,0,0,0,0,0.946,0.054,knob180,mixed,YES,mixed,6S,
CML333,chr6,2,10452316,11266556,814240,167144,0.205,NA,0,0,0,0,0.87,0.13,knob180,mixed,YES,TR-1,6S,
CML277,chr6,2,10542855,10996787,453932,123775,0.273,NA,0,0,0,0,0.946,0.054,knob180,mixed,YES,TR-1,6S,
CML69,chr6,2,10546785,11360326,813541,166863,0.205,NA,0,0,0,0,0.87,0.13,knob180,mixed,YES,TR-1,6S,
CML247,chr6,2,10556108,11310640,754532,167055,0.221,NA,0,0,0,0,0.87,0.13,knob180,mixed,YES,tr-1,6S,
Tzi8,chr6,2,10632784,11086714,453930,123759,0.273,NA,0,0,0,0,0.946,0.054,knob180,mixed,YES,TR-1,6S,
NC358,chr6,3,10703303,10931125,227822,42861,0.188,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,mixed,6S,
IL14H,chr6,2,10721370,11548929,827559,202096,0.244,NA,0,0,0,0,0.814,0.186,knob180,mixed,YES,TR-1,6S,
Ki3,chr6,2,10829060,11486238,657178,176570,0.269,NA,0,0,0,0,0.9,0.1,knob180,mixed,YES,mixed,6S,
Ky21,chr6,3,10859311,11098961,239650,42834,0.179,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,mixed,6S,
CML52,chr6,3,10933125,11692614,759489,165013,0.217,NA,0,0,0,0,0.871,0.129,knob180,mixed,YES,TR-1,6S,
Oh43,chr6,2,11019967,11847495,827528,202071,0.244,NA,0,0,0,0,0.814,0.186,knob180,mixed,YES,TR-1,6S,
NC358,chr6,4,11087297,11339410,252113,27429,0.109,NA,0,0,0,0,0.321,0.679,TR-1,mixed,YES,mixed,6S,
CML277,chr6,3,11105068,11379471,274403,42809,0.156,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,TR-1,6S,
MS71,chr6,2,11165394,11989624,824230,200704,0.244,NA,0,0,0,0,0.819,0.181,knob180,mixed,YES,TR-1,6S,
Tzi8,chr6,3,11210308,11484711,274403,42809,0.156,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,TR-1,6S,
CML228,chr6,2,11232649,11889829,657180,176568,0.269,NA,0,0,0,0,0.9,0.1,knob180,mixed,YES,TR-1,6S,
CML322,chr6,3,11243935,12058185,814250,167157,0.205,NA,0,0,0,0,0.87,0.13,knob180,mixed,YES,TR-1,6S,
Ky21,chr6,4,11246001,11500544,254543,27428,0.108,NA,0,0,0,0,0.321,0.679,TR-1,mixed,YES,mixed,6S,
CML333,chr6,3,11434318,11709429,275111,30586,0.111,NA,0,0,0,0,0.288,0.712,TR-1,mixed,YES,TR-1,6S,
NC358,chr6,5,11452204,11494422,42218,19372,0.459,NA,0,0,0,0,0.502,0.498,knob180,mixed,YES,mixed,6S,
CML69,chr6,3,11528613,11584749,56136,8770,0.156,NA,0,0,0,0,0.35,0.65,TR-1,mixed,YES,TR-1,6S,
CML277,chr6,4,11547255,11613074,65819,8766,0.133,NA,0,0,0,0,0.35,0.65,TR-1,mixed,YES,TR-1,6S,
Tzi8,chr6,4,11652501,11868551,216050,26400,0.122,NA,0,0,0,0,0.334,0.666,TR-1,mixed,YES,TR-1,6S,
CML69,chr6,4,11686688,11826966,140278,24965,0.178,NA,0,0,0,0,0.23,0.77,TR-1,mixed,YES,TR-1,6S,
CML277,chr6,5,11718480,11871398,152918,18662,0.122,NA,0,0,0,0,0.308,0.692,TR-1,mixed,YES,TR-1,6S,
Ki3,chr6,3,11766421,11990562,224141,25409,0.113,NA,0,0,0,0,0.267,0.733,TR-1,mixed,YES,mixed,6S,
CML333,chr6,4,11822287,11872596,50309,11574,0.23,NA,0,0,0,0,0.251,0.749,TR-1,mixed,YES,TR-1,6S,
Tx303,chr6,2,11830274,12657840,827566,202110,0.244,NA,0,0,0,0,0.814,0.186,knob180,mixed,YES,TR-1,6S,
CML52,chr6,4,11856007,12120409,264402,27429,0.104,NA,0,0,0,0,0.321,0.679,TR-1,mixed,YES,TR-1,6S,
CML247,chr6,4,11860136,11923452,63316,21541,0.34,NA,0,0,0,0,0.552,0.448,knob180,mixed,YES,tr-1,6S,
Oh43,chr6,3,11960230,12130495,170265,28322,0.166,NA,0,0,0,0,0.553,0.447,knob180,mixed,YES,TR-1,6S,
CML277,chr6,6,11980250,12030558,50308,11576,0.23,NA,0,0,0,0,0.251,0.749,TR-1,mixed,YES,TR-1,6S,
Ki3,chr6,4,12147050,12173266,26216,3119,0.119,NA,0,0,0,0,0.641,0.359,knob180,mixed,YES,mixed,6S,
Mo18W,chr6,3,12167850,12568411,400561,122256,0.305,NA,0,0,0,0,0.948,0.052,knob180,mixed,YES,mixed,6S,
CML322,chr6,4,12225948,12501057,275109,30586,0.111,NA,0,0,0,0,0.288,0.712,TR-1,mixed,YES,TR-1,6S,
CML228,chr6,3,12238444,12462583,224139,25409,0.113,NA,0,0,0,0,0.267,0.733,TR-1,mixed,YES,TR-1,6S,
CML103,chr6,3,12572667,13335559,762892,165326,0.217,NA,0,0,0,0,0.873,0.127,knob180,mixed,,,,
CML228,chr6,4,12619068,12645284,26216,3119,0.119,NA,0,0,0,0,0.641,0.359,knob180,mixed,,,,
Mo18W,chr6,4,12679340,12924124,244784,42863,0.175,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,mixed,6S,
Tx303,chr6,3,12770620,12940886,170266,28322,0.166,NA,0,0,0,0,0.553,0.447,knob180,mixed,YES,TR-1,6S,
Mo18W,chr6,6,13482812,13701949,219137,32147,0.147,NA,0,0.21,0,0,0.488,0.303,knob180,mixed,YES,mixed,6S,
CML103,chr6,4,13494405,13749052,254647,27429,0.108,NA,0,0,0,0,0.321,0.679,TR-1,mixed,,,,
NC350,chr6,2,14660277,15325921,665644,176578,0.265,NA,0,0,0,0,0.9,0.1,knob180,mixed,YES,TR-1,6S,
HP301,chr6,4,15198131,15638557,440426,124108,0.282,NA,0,0,0,0,0.946,0.054,knob180,mixed,YES,mixed,6S,
B73,chr6,2,15327501,15767938,440437,124124,0.282,NA,0,0,0,0,0.946,0.054,knob180,mixed,,,,
Oh7b,chr6,6,15522496,16331385,808889,200254,0.248,NA,0,0,0,0,0.821,0.179,knob180,mixed,YES,mixed,6S,
NC350,chr6,3,15606120,15830287,224167,25409,0.113,NA,0,0,0,0,0.267,0.733,TR-1,mixed,YES,TR-1,6S,
HP301,chr6,5,15747579,15987201,239622,42825,0.179,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,mixed,6S,
B73,chr6,3,15876961,16116618,239657,42825,0.179,NA,0,0,0,0,0.65,0.35,knob180,mixed,,,,
NC350,chr6,4,15986765,16012982,26217,3119,0.119,NA,0,0,0,0,0.641,0.359,knob180,mixed,YES,TR-1,6S,
HP301,chr6,6,16134238,16388786,254548,27428,0.108,NA,0,0,0,0,0.321,0.679,TR-1,mixed,YES,mixed,6S,
B73,chr6,4,16263654,16518198,254544,27428,0.108,NA,0,0,0,0,0.321,0.679,TR-1,mixed,,,,
HP301,chr6,7,16521683,16562820,41137,18290,0.445,NA,0,0,0,0,0.531,0.469,knob180,mixed,YES,mixed,6S,
Ki11,chr6,2,16538425,16870190,331765,44802,0.135,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
B97,chr6,3,16546376,17384122,837746,202077,0.241,NA,0,0,0,0,0.814,0.186,knob180,mixed,,,,
P39,chr6,2,16812623,17144390,331767,44798,0.135,NA,0,0,0,0,1,0,knob180,single,YES,TR-1,6S,
Ki11,chr6,3,16985972,17647217,661245,137336,0.208,NA,0,0,0,0,0.85,0.15,knob180,mixed,YES,TR-1,6S,
P39,chr6,3,17260162,17918927,658765,132823,0.202,NA,0,0,0,0,0.845,0.155,knob180,mixed,YES,TR-1,6S,
B97,chr6,4,17496910,17667177,170267,28322,0.166,NA,0,0,0,0,0.553,0.447,knob180,mixed,,,,
M37W,chr6,3,17511003,17975818,464815,123200,0.265,NA,0,0,0,0,0.946,0.054,knob180,mixed,YES,TR-1,6S,
M162W,chr6,3,17870728,18271287,400559,122256,0.305,NA,0,0,0,0,0.948,0.052,knob180,mixed,YES,TR-1,6S,
M37W,chr6,4,18083761,18323491,239730,42822,0.179,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,TR-1,6S,
M162W,chr6,4,18382222,18627005,244783,42863,0.175,NA,0,0,0,0,0.65,0.35,knob180,mixed,YES,TR-1,6S,
M162W,chr6,6,19185588,19292232,106644,25407,0.238,NA,0,0,0,0,0.617,0.383,knob180,mixed,YES,TR-1,6S,
Ky21,chr6,8,19405342,19453665,48323,31658,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr6,9,19599005,19845035,246030,51613,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr6,8,19872064,19915197,43133,30170,0.699,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr6,7,19927465,19970599,43134,30186,0.7,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr6,8,20029108,20072242,43134,30159,0.699,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr6,9,20061223,20307192,245969,51580,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr6,7,20064200,20112520,48320,31641,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr6,8,20116627,20362589,245962,51581,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr6,9,20218268,20464240,245972,51579,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr6,8,20251392,20497637,246245,51578,0.209,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr6,7,20270755,20320103,49348,32666,0.662,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr6,11,20415273,20463595,48322,31659,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr6,8,20458973,20704942,245969,51609,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr6,9,20501113,20544069,42956,30008,0.699,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr6,12,20610720,20856990,246270,51605,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr6,10,20690094,20936062,245968,51578,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr6,11,20747269,20795591,48322,31674,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr6,12,20940877,21187057,246180,51619,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr6,8,21208474,21256797,48323,31617,0.654,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr6,9,21396164,21664735,268571,51623,0.192,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr6,12,22020350,22068672,48322,31617,0.654,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr6,13,22208043,22476618,268575,51623,0.192,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,9,22483746,22526878,43132,30170,0.699,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,10,22672897,22918873,245976,51580,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr6,10,24323340,24371664,48324,31658,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr6,8,24385501,24433466,47965,31330,0.653,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr6,11,24517004,24762810,245806,51613,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,10,24570245,24618568,48323,31662,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr6,9,24572354,24818303,245949,51619,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,11,24757451,25003352,245901,51602,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr6,11,24960172,25002800,42628,31322,0.735,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr6,12,25149561,25395523,245962,51622,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr6,10,25385159,25428290,43131,30170,0.699,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr6,11,25574306,25820277,245971,51580,0.21,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr6,9,26811030,26859352,48322,31639,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr6,10,27006385,27285257,278872,51548,0.185,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr6,8,27817820,27873513,55693,31640,0.568,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr6,11,27878931,27927252,48321,31643,0.655,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr6,9,28031067,28284527,253460,50565,0.199,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr6,12,28066596,28337646,271050,51602,0.19,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr6,6,53288487,53316541,28054,4072,0.145,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr6,8,54268569,54304681,36112,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr6,8,54882732,54910786,28054,4072,0.145,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr6,5,54952895,54989007,36112,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr6,11,57106586,57142701,36115,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr6,10,58117215,58153333,36118,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr6,14,58261725,58297842,36117,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr6,10,58497751,58533864,36113,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr6,14,58560964,58597081,36117,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr6,8,59143809,59179926,36117,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr6,12,59350870,59378910,28040,4083,0.146,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr6,11,59569817,59597870,28053,4083,0.146,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,12,59701684,59737799,36115,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr6,15,60422287,60450340,28053,4083,0.146,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr6,8,61053930,61081983,28053,4072,0.145,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr6,13,62007039,62043154,36115,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr6,11,62348271,62384385,36114,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,13,62760601,62796710,36109,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr6,13,64462575,64498687,36112,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr6,15,64682683,64710737,28054,4083,0.146,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr6,12,66603244,66639356,36112,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr6,11,66746965,66783077,36112,4083,0.113,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr6,7,80372115,80393917,21802,10408,0.477,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr6,8,80567486,80642823,75337,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr6,9,82134233,82144929,10696,10381,0.971,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr6,10,82421733,82492164,70431,15259,0.217,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr6,9,82512858,82531820,18962,10313,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr6,10,82633717,82757369,123652,16204,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr6,12,84888951,84907912,18961,10313,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr6,13,85009828,85143182,133354,16166,0.121,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr6,15,85662941,85684763,21822,10408,0.477,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr6,11,85847186,85877888,30702,10311,0.336,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr6,16,85858325,85933661,75336,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr6,12,85979807,86103462,123655,16210,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr6,9,86767988,86991104,223116,28762,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr6,13,86850555,86869516,18961,10313,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr6,12,86895913,87119028,223115,28762,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr6,14,86982690,87117179,134489,16215,0.121,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr6,15,87105917,87127720,21803,10408,0.477,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,13,87128865,87147826,18961,10313,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr6,10,87220436,87464204,243768,28790,0.118,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr6,14,87249754,87373435,123681,16210,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr6,16,87301294,87376631,75337,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr6,16,87770583,87993699,223116,28762,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr6,12,87842230,87864021,21791,10408,0.478,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr6,11,87978940,87997893,18953,10314,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr6,13,88037562,88112896,75334,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr6,12,88099810,88223482,123672,16210,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr6,11,88103142,88120335,17193,10334,0.601,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr6,12,88252170,88387325,135155,15594,0.115,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr6,9,88458829,88693830,235001,28737,0.122,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr6,14,88571221,88593022,21801,10408,0.477,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr6,15,88766610,88841947,75337,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr6,6,89286650,89509798,223148,28762,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,14,90703714,90725516,21802,10408,0.477,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr6,12,90708422,90719118,10696,10380,0.97,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr6,15,90899079,90974416,75337,11696,0.155,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr6,13,90984264,91054705,70441,15259,0.217,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr6,16,92013816,92031012,17196,10335,0.601,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr6,17,92162838,92297995,135157,15595,0.115,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr6,13,93341026,93351722,10696,10381,0.971,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr6,14,93628535,93698966,70431,15259,0.217,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr6,12,95056004,95216091,160087,24213,0.151,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr6,14,95626177,95848315,222138,28790,0.13,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr6,14,95768594,95787556,18962,10314,0.544,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr6,15,95889468,96012966,123498,16206,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr6,9,107852952,108012159,159207,19965,0.125,NA,0,0,0,0,0,1,TR-1,single,,,,
IL14H,chr6,11,108682663,108841870,159207,19965,0.125,NA,0,0,0,0,0,1,TR-1,single,,,,
Tx303,chr6,11,109213207,109375974,162767,20008,0.123,NA,0,0,0,0,0,1,TR-1,single,,,,
Ky21,chr6,14,109478963,109625964,147001,19965,0.136,NA,0,0,0,0,0,1,TR-1,single,,,,
CML333,chr6,13,111944003,111992708,48705,15266,0.313,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki3,chr6,13,112863105,113010121,147016,19963,0.136,NA,0,0,0,0,0,1,TR-1,single,,,,
CML103,chr6,15,113093461,113131497,38036,15451,0.406,NA,0,0,0,0,0,1,TR-1,single,,,,
CML69,chr6,17,113400274,113455451,55177,15278,0.277,NA,0,0,0,0,0,1,TR-1,single,,,,
CML228,chr6,17,113670562,113817578,147016,19963,0.136,NA,0,0,0,0,0,1,TR-1,single,,,,
CML277,chr6,17,113725375,113763462,38087,15451,0.406,NA,0,0,0,0,0,1,TR-1,single,,,,
NC358,chr6,14,113955491,114010673,55182,15278,0.277,NA,0,0,0,0,0,1,TR-1,single,,,,
CML322,chr6,11,113963614,114018795,55181,15278,0.277,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki11,chr6,10,114316669,114354763,38094,15414,0.405,NA,0,0,0,0,0,1,TR-1,single,,,,
CML247,chr6,13,114506273,114554977,48704,15266,0.313,NA,0,0,0,0,0,1,TR-1,single,,,,
CML52,chr6,15,114706088,114861304,155216,20007,0.129,NA,0,0,0,0,0,1,TR-1,single,,,,
P39,chr6,10,114874727,115033934,159207,19965,0.125,NA,0,0,0,0,0,1,TR-1,single,,,,
HP301,chr6,16,114904964,114954121,49157,15322,0.312,NA,0,0,0,0,0,1,TR-1,single,,,,
Tzi8,chr6,13,114988780,115026879,38099,15451,0.406,NA,0,0,0,0,0,1,TR-1,single,,,,
MS71,chr6,7,115915444,115964602,49158,15322,0.312,NA,0,0,0,0,0,1,TR-1,single,,,,
Oh7b,chr6,16,116437000,116486159,49159,15322,0.312,NA,0,0,0,0,0,1,TR-1,single,,,,
B73,chr6,14,118081567,118240774,159207,19965,0.125,NA,0,0,0,0,0,1,TR-1,single,,,,
Mo18W,chr6,18,118243815,118281912,38097,15433,0.405,NA,0,0,0,0,0,1,TR-1,single,,,,
B97,chr6,15,120193145,120242303,49158,15322,0.312,NA,0,0,0,0,0,1,TR-1,single,,,,
NC350,chr6,16,122133941,122192764,58823,15320,0.26,NA,0,0,0,0,0,1,TR-1,single,,,,
M37W,chr6,13,122576723,122614819,38096,15451,0.406,NA,0,0,0,0,0,1,TR-1,single,,,,
M162W,chr6,15,123750053,123898192,148139,19965,0.135,NA,0,0,0,0,0,1,TR-1,single,,,,
Tx303,chr6,12,144253905,144761930,508025,316874,0.624,Y,0.014,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Ky21,chr6,15,144785522,144886531,101009,64531,0.639,Y,0.001,0,0,0,0,1,TR-1,single,YES,mixed,6L,
Oh43,chr6,10,147286438,147332590,46152,11044,0.239,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,6L,
CML333,chr6,14,147394875,147495451,100576,71165,0.708,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Tx303,chr6,13,147626511,147669309,42798,11045,0.258,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Ky21,chr6,16,148045108,148087905,42797,10990,0.257,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,6L,
IL14H,chr6,12,148070097,148116251,46154,11026,0.239,NA,0,0,0,0,0,1,TR-1,single,,,,
CML103,chr6,16,149006177,149096381,90204,68364,0.758,Y,0.001,0,0,0,0,1,TR-1,single,YES,tr-1,6L,
CML228,chr6,18,149029641,149120447,90806,47925,0.528,Y,0.001,0,0,0,0,1,TR-1,single,,,,
Ki3,chr6,14,149137588,149207487,69899,38917,0.557,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Ki3,chr6,15,149307443,149495712,188269,93492,0.497,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML322,chr6,12,149327303,149404635,77332,55817,0.722,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML277,chr6,18,149588830,149609604,20774,13156,0.633,NA,0,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML277,chr6,19,149773439,149874057,100618,52159,0.518,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML69,chr6,18,150048764,150124764,76000,54480,0.717,Y,0.001,0,0,0,0,1,TR-1,single,YES,mixed,6L,
Oh43,chr6,11,150075027,150129304,54277,36935,0.68,Y,0.002,0,0,0,1,0,knob180,single,YES,knob180,6L,
P39,chr6,11,150147143,150847622,700479,469384,0.67,Y,0.025,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
NC358,chr6,15,150163311,150354613,191302,123531,0.646,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
Tzi8,chr6,14,150340842,150442620,101778,58661,0.576,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
CML52,chr6,16,150466387,150605759,139372,53830,0.386,Y,0.001,0,0,0,0,1,TR-1,single,YES,mixed,6L,
CML247,chr6,14,150479393,150558958,79565,41670,0.524,NA,0,0,0,0,0,1,TR-1,single,YES,mix,6L,
Tx303,chr6,14,150502233,150563338,61105,38043,0.623,Y,0.002,0,0,0,1,0,knob180,single,YES,TR-1,6L,
Ki11,chr6,11,150544549,150710915,166366,118630,0.713,Y,0.001,0,0,0,0,1,TR-1,single,YES,TR-1,6L,
